created_at	|	username	|	userid	|	tweet_id_str	|	in_reply_to_user_id	|	text	|	EndColumn
Wed Feb 15 18:29:57 +0000 2017	|	Senator Rand Paul	|	216881337	|	831933584667791365	|	null	|	Starting the Obamacare replacement Press event now	|	$#%
Wed Feb 15 18:30:06 +0000 2017	|	Kamala Harris	|	30354991	|	831933620889743361	|	null	|	DOJ rules are clear: Sessions must recuse himself from any criminal investigation into Flynn. Read for yourself: 
https://t.co/yWY0AsizNO	|	$#%
Wed Feb 15 18:30:24 +0000 2017	|	Tom Cotton	|	968650362	|	831933698199212043	|	null	|	David Shulkin has consistently demonstrated a special concern for our veterans. Statement: https://t.co/g0x1j355gv	|	$#%
Wed Feb 15 18:30:44 +0000 2017	|	Senator Bob Corker	|	73303753	|	831933779245748226	|	null	|	Glad to have @jenni_brown, @louiegiglio and @shelleygiglio at our hearing today. They’re doing incredible work with… https://t.co/XmHDqlgMlQ	|	$#%
Wed Feb 15 18:30:58 +0000 2017	|	Richard Blumenthal	|	278124059	|	831933838444097537	|	null	|	(1/2) Presence of Russian spy ship has to be regarded very seriously b/c Russia is an increasingly aggressive adversary.	|	$#%
Wed Feb 15 18:31:09 +0000 2017	|	Richard Blumenthal	|	278124059	|	831933883423870976	|	null	|	(2/2) It reflects a clear need to harden our defenses against electronic surveillance&amp;cyber espionage.	|	$#%
Wed Feb 15 18:31:04 +0000 2017	|	Senator Rand Paul	|	216881337	|	831933866336251904	|	null	|	My friend @RepMarkMeadows announces official Freedom caucus support for Paul/Sanford replacement bill along with fu… https://t.co/p6NYQpGjnl	|	$#%
Wed Feb 15 18:32:03 +0000 2017	|	Senator Rand Paul	|	216881337	|	831934113439502342	|	null	|	Repealing Obamacare is what we all ran on since 2010.  As a Physician, I want to repeal and replace https://t.co/H6AWdweqoo	|	$#%
Wed Feb 15 18:32:47 +0000 2017	|	Senator Rand Paul	|	216881337	|	831934296596291584	|	null	|	We legalize the sale and allow for access to inexpensive insurance for millions of Americans.  End mandates. Expand access. Lower costs	|	$#%
Wed Feb 15 18:32:53 +0000 2017	|	Senator Joe Donnelly	|	216503958	|	831934322282262528	|	null	|	Joe’s staff attended @MayorTomHenry's State of the City address in Fort Wayne to discuss plans for 2017. https://t.co/5GKN5P9A7S	|	$#%
Wed Feb 15 18:34:10 +0000 2017	|	Senator Rand Paul	|	216881337	|	831934644572606466	|	null	|	House sponsor @RepSanfordSC now discussing his companion bill, which has been officially endorsed by the Freedom Ca… https://t.co/lFFtdUeTBK	|	$#%
Wed Feb 15 18:36:48 +0000 2017	|	Senator Rand Paul	|	216881337	|	831935306400223243	|	null	|	I welcome the endorsement of my bill by the @freedomcaucus today and thank my friends @RepMarkMeadows @Jim_Jordan &amp;@RepSanfordSC and others	|	$#%
Wed Feb 15 18:38:10 +0000 2017	|	Senator Patty Murray	|	293131808	|	831935653017505797	|	null	|	"If Puzder is confirmed as Secretary, DOL’s fundamental enforcement role will be in jeopardy." → https://t.co/HoR7UtepCr	|	$#%
Wed Feb 15 18:38:06 +0000 2017	|	Senator Rand Paul	|	216881337	|	831935635258822660	|	null	|	.@Jim_Jordan speaking now in support of repealing Obamacare fully now, and my replacement bill. https://t.co/LrDA50Z5zW	|	$#%
Wed Feb 15 18:43:28 +0000 2017	|	Senator Roger Wicker	|	264219447	|	831936985849806848	|	null	|	Working with @SenThadCochran to overturn a rule from the Obama Admin that infringes on #2ndAmendment rights: https://t.co/luFiZf9Cur	|	$#%
Wed Feb 15 18:44:04 +0000 2017	|	Senator Chris Coons	|	15324851	|	831937135313829888	|	null	|	Inspired by @thorn and @humanrights1st &amp; their efforts to end child sex trafficking. #EndItMovement https://t.co/OduOryxIll	|	$#%
Wed Feb 15 18:44:02 +0000 2017	|	Senator Rand Paul	|	216881337	|	831937126149275650	|	null	|	My friends in the @freedomcaucus standing up for freedom, for full repeal, and for my Obamacare replacement plan… https://t.co/P3SRolzg94	|	$#%
Wed Feb 15 18:44:26 +0000 2017	|	Tom Udall	|	60828944	|	831937228947542016	|	null	|	Talked w/ @Chrislhayes re: Flynn &amp; Trump team's contacts w/ Russia. We need investigation re: who knew what &amp; when https://t.co/dkM8WicMNc	|	$#%
Wed Feb 15 18:44:40 +0000 2017	|	Senator Roger Wicker	|	264219447	|	831937288489820160	|	null	|	Rural America needs a seat at the table as we work to improve our health-care system. My letter to @SecPriceMD: https://t.co/GCCb38aTu1	|	$#%
Wed Feb 15 18:45:32 +0000 2017	|	Chuck Schumer	|	17494010	|	831937503213019136	|	null	|	Maybe the administration will replace him with a robot. https://t.co/8q3ggzXo4X https://t.co/G4UdKoqtbR	|	$#%
Wed Feb 15 18:45:49 +0000 2017	|	Senator Rand Paul	|	216881337	|	831937577200521218	|	null	|	Taking questions from the press now about Health Savings Accounts, tax deductions and credits. We want to empower p… https://t.co/psFMtOkEUm	|	$#%
Wed Feb 15 18:46:08 +0000 2017	|	Chris Murphy	|	150078976	|	831937656783245314	|	null	|	#RefugeesWelcome https://t.co/lZOEFBmRk9	|	$#%
Wed Feb 15 18:48:52 +0000 2017	|	Senator Tom Carper	|	249787913	|	831938344120627203	|	null	|	Dysfunction in the Trump administration raises questions about its security &amp; readiness to confront security crises https://t.co/x8mqxAlaU9	|	$#%
Wed Feb 15 18:49:04 +0000 2017	|	Sen. Heidi Heitkamp	|	1061029050	|	831938392661299201	|	null	|	Met w/leaders from MHA Nation about boosting economic development &amp; supporting local economies in Indian Country. https://t.co/lM9TMHXS6H	|	$#%
Wed Feb 15 18:54:47 +0000 2017	|	Tom Udall	|	60828944	|	831939832956014593	|	null	|	.@SenBlumenthal, Dems &amp; I are calling on AG to appoint an independent special counsel re: Flynn/Trump and Russia… https://t.co/CwZbFjqX9g	|	$#%
Wed Feb 15 18:56:52 +0000 2017	|	Senator John Thune	|	296361085	|	831940357906657280	|	null	|	It's time for Senate Democrats to move beyond the 2016 election so we can get back to working for the American peop… https://t.co/nb4AVbACso	|	$#%
Wed Feb 15 18:59:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	831940897218691078	|	null	|	I signed the Presidential Tax Transparency Act which would require Presidential candidates disclose their 3 most recent years of tax returns	|	$#%
Wed Feb 15 18:59:48 +0000 2017	|	Sheldon Whitehouse	|	242555999	|	831941093860245512	|	null	|	The Endangered Species Act works. It’s saved 99% of species under its care from extinction. I'll work to ensure it remains a success.	|	$#%
Wed Feb 15 19:00:03 +0000 2017	|	Kirsten Gillibrand	|	72198806	|	831941157152186368	|	null	|	Ready to make your voice heard? Tonight, I'm joining @USOWomen to talk about how we can take action.  Join us: https://t.co/QdQZ8dY6gr	|	$#%
Wed Feb 15 19:05:16 +0000 2017	|	Sherrod Brown	|	43910797	|	831942471068352520	|	null	|	Proud to sign this letter w/ colleagues from both sides of the aisle. Rural communities across Ohio deserve quality… https://t.co/YXlToGc0qb	|	$#%
Wed Feb 15 19:10:00 +0000 2017	|	Bernie Sanders	|	29442313	|	831943660753321985	|	null	|	Pope Francis is right. The federal government must start treating Native Americans with the respect and dignity the… https://t.co/FHUuwg4AiX	|	$#%
Wed Feb 15 19:10:01 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	831943667405451270	|	null	|	Green Bay @fox11news' @NewsMarkLeland investigates the skyrocketing costs of prescription drugs https://t.co/ktQqMlr3JM	|	$#%
Wed Feb 15 19:11:03 +0000 2017	|	Senator Jack Reed	|	486694111	|	831943924772114432	|	null	|	Unconscionable that GOP is preventing background checks &amp; making it easier for people w/ serious mental illness to buy guns. #gunsense	|	$#%
Wed Feb 15 19:15:14 +0000 2017	|	Senator Deb Fischer	|	1071402577	|	831944978427420672	|	null	|	SOON: Chairing @SenateCommerce Surface Transpo Subcmte hearing on increasing transportation safety &amp; efficiency https://t.co/QsvpkO1RnO	|	$#%
Wed Feb 15 19:15:44 +0000 2017	|	David Perdue	|	2863210809	|	831945106320195586	|	null	|	#CFPB must be held accountable for their actions. Tme to limit size &amp; scope of big government. Read more @thehill: https://t.co/wTaXbuq9nH	|	$#%
Wed Feb 15 19:16:16 +0000 2017	|	Senator Thom Tillis	|	2964174789	|	831945240642719745	|	null	|	I joined @SenatorBaldwin to introduce the BRAVE Act, a major win for both #veterans and employers who hire them. https://t.co/ymexnCVpkL	|	$#%
Wed Feb 15 19:17:33 +0000 2017	|	Senator Jeff Merkley	|	29201047	|	831945561200816129	|	null	|	Couldn’t agree more, @Indivisible_OR. *These* are all things that make America great. We must and will stand up to… https://t.co/4d81r0JW4m	|	$#%
Wed Feb 15 19:22:30 +0000 2017	|	Senator Jack Reed	|	486694111	|	831946809639632903	|	null	|	Care about Trump’s budget? Then care about #Mulvaney at OMB. My full statement: https://t.co/6CJBWrBAmJ	|	$#%
Wed Feb 15 19:25:03 +0000 2017	|	Ted Cruz	|	23022687	|	831947451707822080	|	null	|	Breaking: ABC releases video of POTUS promising "more flexibility" w/ Russia after election. Media outraged:  https://t.co/KF0Bw7qSgt	|	$#%
Wed Feb 15 19:26:05 +0000 2017	|	ChuckGrassley	|	10615232	|	831947708248121344	|	null	|	Famous Iowan Ashton Kutcher is a grassroots leader working to end  human trafficking + get the… https://t.co/ZvsunOVGxk	|	$#%
Wed Feb 15 19:26:26 +0000 2017	|	Senator John Hoeven	|	382791093	|	831947798471929856	|	null	|	Discussed regulatory reform and support for agriculture in meeting with #NorthDakota potato farmers. https://t.co/ObDMObvCuv	|	$#%
Wed Feb 15 19:26:45 +0000 2017	|	Senator Dick Durbin	|	247334603	|	831947879229095937	|	null	|	Enjoyed meeting with @ILTreasurer Mike Frerichs yesterday to talk about Illinois priorities https://t.co/ScKoASllYj	|	$#%
Wed Feb 15 19:27:36 +0000 2017	|	Senator Roy Blunt	|	21269970	|	831948090592657409	|	null	|	It was great to see you all. Thanks for all you do to make a difference in the lives of the 16,000+ athletes in MO https://t.co/n07Y3TbkNU	|	$#%
Wed Feb 15 19:30:59 +0000 2017	|	Senator Jack Reed	|	486694111	|	831948944792027137	|	null	|	Called for #Puzder to withdraw b/c he is anti-labor &amp; has no biz leading DOL. Glad GOP rethinking it #RejectPuzder: https://t.co/tqv59WZkJk	|	$#%
Wed Feb 15 19:31:19 +0000 2017	|	David Perdue	|	2863210809	|	831949027180740629	|	null	|	#CFPB must be held accountable for their actions. Time to limit size &amp; scope of big government. Read more @thehill: https://t.co/wTaXbuq9nH	|	$#%
Wed Feb 15 19:31:59 +0000 2017	|	Shelley Moore Capito	|	193794406	|	831949194743185408	|	null	|	HAPPENING NOW: @SenateCommerce Surface Transportation subcommittee hearing on multimodal transportation system: https://t.co/j63E5vrcQp	|	$#%
Wed Feb 15 19:32:18 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	831949273013092362	|	null	|	REMINDER: Atty Gen Sessions refused to agree to recuse himself frm any investigation regarding Russia. READ HERE:  (https://t.co/ymLE7kVobk)	|	$#%
Wed Feb 15 19:32:31 +0000 2017	|	Tammy Duckworth	|	1058520120	|	831949328012963840	|	null	|	My new column in @CrainsChicago: Apparently, Washington learned nothing from the Wells Fargo scandal https://t.co/4XybKKvG3u	|	$#%
Wed Feb 15 19:32:25 +0000 2017	|	Senator Chris Coons	|	15324851	|	831949303157555206	|	null	|	Joining w/@SenJoniErnst @SenGillibrand &amp; @SenatorFischer to create DoD database to identify Nat'l Guard cyber skills https://t.co/D6sHQtJ188	|	$#%
Wed Feb 15 19:33:10 +0000 2017	|	Sen. Susan Collins	|	19726613	|	831949493151137798	|	null	|	HAPPENING NOW: Sen. Collins holds Senate Aging Committee hearing focusing on stopping senior scams. Watch: https://t.co/PVjFWEhAzT	|	$#%
Wed Feb 15 19:33:21 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	831949537879195651	|	null	|	Sen Sessions in '16: if “there is a sufficient factual predicate to investigate," investig. must be w/o partisanship https://t.co/9xE5HhPWeF	|	$#%
Wed Feb 15 19:33:36 +0000 2017	|	Tim Scott	|	217543151	|	831949602270089216	|	null	|	Proud to introduce my #LEAPAct w/ @corybooker today!We want to help folks earn while they learn with apprenticeship… https://t.co/1eSpVVIKbw	|	$#%
Wed Feb 15 19:34:12 +0000 2017	|	Tammy Duckworth	|	1058520120	|	831949751532847104	|	1058520120	|	It's a mistake to block the "fiduciary rule," which would ensure retirement advisors act in their clients' best interests	|	$#%
Wed Feb 15 19:34:32 +0000 2017	|	John McCain	|	19394188	|	831949837524426752	|	null	|	ICYMI: Must-read by Bob Kagan @BrookingsInst: "Backing Into World War III" https://t.co/jfniG6tEbN	|	$#%
Wed Feb 15 19:34:29 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	831949821997101056	|	null	|	And NOW: Atty. Gen. Sessions won’t recuse himself from DOJ Trump probes. READ HERE:  https://t.co/9x5GCpEZsm @politico	|	$#%
Wed Feb 15 19:34:45 +0000 2017	|	Senator Chris Coons	|	15324851	|	831949890204925960	|	null	|	Our bill will allow DoD to better use cyber units like @DelawareNG’s 166th Network Warfare Squadron to respond to a major cyberattack	|	$#%
Wed Feb 15 19:35:25 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	831950058455236620	|	null	|	There must be an independent special counsel to investigate communications between Trump Admin &amp; the Russian govt: https://t.co/CXa64PBXgO	|	$#%
Wed Feb 15 19:36:24 +0000 2017	|	Elizabeth Warren	|	970207298	|	831950307563282433	|	null	|	.@realDonaldTrump ’s nominee for @USDOL - @CarlsJr &amp; @Hardees CEO Andy Puzder – has made his fortune treating workers with total contempt.	|	$#%
Wed Feb 15 19:36:39 +0000 2017	|	Sen. Patrick Leahy	|	242836537	|	831950367885819910	|	null	|	Serious questions remain unanswered, and the American people need and deserve answers. READ HERE: @nytopinion: https://t.co/7UkZS3SdBL	|	$#%
Wed Feb 15 19:37:14 +0000 2017	|	Elizabeth Warren	|	970207298	|	831950515294580737	|	970207298	|	We heard the stories of workers mistreated by Andy Puzder’s burger chains at a @SenateDems forum last month: https://t.co/5MUt6XakXn	|	$#%
Wed Feb 15 19:37:49 +0000 2017	|	Elizabeth Warren	|	970207298	|	831950662103662594	|	970207298	|	We detailed more stories from Andy Puzder’s mistreated workers in a report two weeks ago: https://t.co/heeSO53zOx	|	$#%
Wed Feb 15 19:38:45 +0000 2017	|	Elizabeth Warren	|	970207298	|	831950898314215426	|	970207298	|	And on Monday, I sent Andy Puzder 28 pages of questions about his readiness to protect America’s workers. https://t.co/FKuf9NgpvX	|	$#%
Wed Feb 15 19:39:12 +0000 2017	|	Elizabeth Warren	|	970207298	|	831951010339946507	|	970207298	|	Reports say that Andy Puzder is tired &amp; may withdraw his @USDOL nomination. If he can’t stand the heat, he should get out of the kitchen.	|	$#%
Wed Feb 15 19:43:19 +0000 2017	|	Sen Dianne Feinstein	|	476256944	|	831952046102347778	|	null	|	Land subsidence takes a toll on California’s infrastructure, causes billions of dollars in damage. Vital report: https://t.co/nFkvjtZPzS	|	$#%
Wed Feb 15 19:44:13 +0000 2017	|	Chris Murphy	|	150078976	|	831952275228729344	|	null	|	Trump signed his first law yesterday - now, oil &amp; gas companies no longer need to disclose payments to foreign govts https://t.co/RsDD6Y8n5a	|	$#%
Wed Feb 15 19:45:01 +0000 2017	|	Sen. Tammy Baldwin	|	1074518754	|	831952476098199558	|	null	|	.@WEAU13News: Sen. Baldwin introduces bill to help veterans get jobs  https://t.co/xEUdeQgX0x	|	$#%
Wed Feb 15 19:45:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	831952474428866586	|	null	|	Trump adviser #KellyanneConway thinks you don't care about the president's taxes. I do &amp; have signed the Presidential Tax Transparency Act	|	$#%
Wed Feb 15 19:45:00 +0000 2017	|	Senator Ron Johnson	|	233737858	|	831952470809075712	|	null	|	NOW: #HSGAC hearing on high risk govt programs w/  @USGAO @uscensusbureau @DeptVetAffairs @DHSgov LIVE: https://t.co/MjUFNanQai	|	$#%
Wed Feb 15 19:46:01 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	831952724405030912	|	null	|	Uninsured rate hit record low in 2016 showing just what's at stake in Republican #ACA repeal &amp; block grant #Medicaid https://t.co/Eepm3Tz2WC	|	$#%
Wed Feb 15 19:48:24 +0000 2017	|	Bernie Sanders	|	29442313	|	831953326598193155	|	null	|	I'm glad Puzder will withdraw. Given his relationship to his employees he wasn't fit to lead a department responsib… https://t.co/UoqNL4Dlz1	|	$#%
Wed Feb 15 19:49:13 +0000 2017	|	Bernie Sanders	|	29442313	|	831953531598991360	|	29442313	|	We don’t need a labor secretary who makes millions while his workers are paid starvation wages.	|	$#%
Wed Feb 15 19:50:12 +0000 2017	|	Elizabeth Warren	|	970207298	|	831953779205488640	|	null	|	Heading to the floor now to call on Puzder to withdraw &amp; urge my colleagues to vote no on Mulvaney for OMB. Watch: https://t.co/RNVVslD6bq	|	$#%
Wed Feb 15 19:51:23 +0000 2017	|	Senator Chris Coons	|	15324851	|	831954076288090122	|	null	|	#EPA's leader is obligated to support mission of environmental protection, and we should too #RejectPruitt	|	$#%
Wed Feb 15 19:51:48 +0000 2017	|	Senator Bob Menendez	|	18695134	|	831954182194216960	|	null	|	Retweet if you agree: It's wrong to arrest DACA-recipients like Daniel Ramirez Medina, who came here at age 7 &amp; has… https://t.co/1jOHSWSQAm	|	$#%
Wed Feb 15 19:51:55 +0000 2017	|	Sen. Maria Cantwell	|	117501995	|	831954210665144321	|	null	|	Happening NOW: Senate Commerce hearing on our nation's multimodal #transportation system WATCH: https://t.co/PYpOBWacPS	|	$#%
Wed Feb 15 19:52:47 +0000 2017	|	Sen. Debbie Stabenow	|	76456274	|	831954428647370752	|	null	|	A win for workers! TY to everyone who shared their stories at our public forum. Your voice matters! https://t.co/5BNUoV9HnP	|	$#%
